"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
3821,12-oct.-02,"henriM","Ding CK. Wang CY. Gross KC. Smith DL.","Jasmonate and salicylate induce the expression of pathogenesis-related-protein genes and increase resistance to chilling injury in tomato fruit","Planta",,2002,"214",,,"895","901","
  Treatment of tomato (Lycopersicon esculentum L. cv. Beefstake) fruit with
  low concentrations of (0.01 mM) methyl jasmonate (MeJA) or methyl
  salicylate (MeSA) substantially enhanced their resistance to chilling
  temperature and decreased the in",FAUX
3822,12-oct.-02,"henriM","van Damme EJ. Charels D. Menu-Bouaouiche L. Proost P. Barre A. Rougé P. Peumans WJ.","Biochemical, molecular and structural analysis of multiple thaumatin-like proteins from the elderberry tree (Sambucus nigra L.)","Planta",,2002,"214",,,"853","862","
  Thaumatin-like proteins (TLPs) were isolated and characterized from fruits
  and leaves of elderberry (Sambucus nigra) and their corresponding genes
  cloned. In addition, the developmental regulation and induction of the
  different TLPs was follo",FAUX
3823,12-oct.-02,"henriM","Hammad H. Lambrecht BN. Pochard P. Gosset P. Marquillies P. Tonnel AB. Pestel J.","Monocyte-derived dendritic cells induce a house dust mite-specific Th2 allergic inflammation in the lung of humanized SCID mice: involvement of CCR7","J Immunol",,2002,"169",,,"1524","1534","
  In rodents, airway dendritic cells (DCs) capture inhaled Ag, undergo
  maturation, and migrate to the draining mediastinal lymph nodes (MLN) to
  initiate the Ag-specific T cell response. However, the role of human DCs
  in the pathogenesis of the ",VRAI
3824,12-oct.-02,"henriM","Baderschneider B. Crevel RW. Earl LK. Lalljie A. Sanders DJ. Sanders IJ.","Sequence analysis and resistance to pepsin hydrolysis as part of an assessment of the potential allergenicity of ice sructuring protein type III HPLC 12","Food Chem Toxicol",,2002,"40",,,"965","978","
  The recently published WHO/FAO guidelines on the assessment of
  allergenicity of novel food proteins provide a strategy with which to
  approach the determination of the potential of novel proteins in foods to
  be allergens. Key to this strategy ",VRAI
3825,12-oct.-02,"henriM","Moneret-Vautrin DA.","Test cutanés pour le diagnostic d'allergie aux curares","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"97s","107s",,FAUX
3826,12-oct.-02,"henriM","Laroche D. Guilloux L. Guéant JL.","Comment rapporter à l'anaphylaxie l'accident observé ? Tests diagnostiques in vitro","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"73s","96s",,FAUX
3827,12-oct.-02,"henriM","Mertes PM. Pinaud M.","Quels sont les mécanismes en général ? Comment expliquer les expressions cliniques gravissimes","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"55s","72s",,FAUX
3828,12-oct.-02,"henriM","Laxenaire MC.","Quelle est la réalité du risque allergique en anesthésie ? Incidence, aspects cliniques, morbidité-mortalité, substances responsables","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"38s","54s",,FAUX
3829,22-oct.-02,"henriM","Turley SJ. Inaba K. Garrett WS. Ebersold M. Unternaehner J. Steinman RM. Mellman I.","Transport of peptide-MHC class II complexes in developing dendritic cells","Science",,2000,"288",,,"522","527",,FAUX
3830,12-oct.-02,"henriM","Malinovsky JM. Vervloet D. Laxenaire MC.","Y a-t-il des facteurs favorisant la réaction allergique, inhérents au terrain, aux médicaments, à la technique d'utilisation ? Indication du bilan prédictif","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"129s","150s",,FAUX
3831,22-oct.-02,"henriM","Ellman LK. Chatchatee P. Sicherer SH. Sampson HA.","Food hypersensitivity in two groups of children and young adults with atopic dermatitis evaluated a decade apart","Pediatr Allergy Immunol",,2002,"13",,,"295","298","
There is an impression that children today are experiencing allergic reactions to an increasing variety of foods. We compared two separate groups of children and young adults with atopic dermatitis evaluated a decade apart and found no difference in sen",FAUX
3832,12-oct.-02,"henriM","Meade BJ. Weissman DN. Beezhold DH.","Latex allergy: past and present","Int Immunopharmacol",,2002,"2",,,"225","238","
  Although latex products have been in use for over a century, allergic
  responses to latex proteins have only been recognized as a serious health
  problem for the past 15 years. Latex allergy particularly affects two
  groups, health care workers ",FAUX
3833,12-oct.-02,"henriM","Spinelli S. Vincent F. Pelosi P. Tegoni M. Cambillau C.","Boar salivary lipocalin. Three-dimensional X-ray structure and androsterol/androstenone docking simulations","Eur J Biochem",,2002,"269",,,"2449","2456","
  The X-ray structure of variant A of authentic boar salivary lipocalin
  (SAL), a pheromone-binding protein specifically expressed in the
  submaxillary glands of the boar, has been solved and refined at 2.1 A
  resolution. The structure displays a ",VRAI
3834,12-oct.-02,"henriM","Fernvik E. Scharnweber T. Knopp D. Niessner R. Vargaftig BB. Peltre G.","Effects of fractions of traffic particulate matter on TH2-cytokines, IgE levels, and bronchial hyperresponsiveness in mice","J Toxicol Environ Health A",,2002,"65",,,"1025","1045","
  In recent decades an increased prevalence of allergic conditions has been
  observed in developed countries. Although lifestyles, exposure to
  infection, and diet are all likely important factors, many studies have
  also shown a strong link betwe",VRAI
3835,12-oct.-02,"henriM","Leynadier F. Wessel F.","Tests cutanés pour le diagnostic d'allergie aux substituts colloïdaux du plasma","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"121s","122s",,FAUX
3836,12-oct.-02,"henriM","Leynadier F.","Tests cutanés pour le diagnostic d'allergie aux anesthésiques locaux et aux antibiotiques","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"113s","120s",,FAUX
3837,12-oct.-02,"henriM","Moneret-Vautrin DA.","Réactions croisées entre les curares et prédiction de sécurité d'emploi","Ann Fr Anesth Reanim",,2002,"21","Suppl. 1",,"108s","112s",,FAUX
3838,22-oct.-02,"henriM","Hidvegi E. Cserhati E. Kereki E. Savilahti E. Arato A.","Serum immunoglobulin E, IgA, and IgG antibodies to different cow's milk proteins in children with cow's milk allergy: Association with prognosis and clinical manifestations","Pediatr Allergy Immunol",,2002,"13",,,"255","261","
Diverse pathogenic mechanisms elicit different clinical manifestations in cow's milk allergy (CMA). Our aim was to determine the concentration of serum immunoglobulin levels to different cow's milk proteins in patients with CMA and to determine how thes",VRAI
3839,22-oct.-02,"henriM","Rytkönen J. Karttunen TJ. Karttunen R. Valkonen KH. Jenmalm MC. Alatossava T. Björkstén B. Kokkonen J.","Effect of heat denaturation on beta-lactoglobulin-induced gastrointestinal sensitization in rats: Denatured beta-LG induces a more intensive local immunologic response than native beta-LG","Pediatr Allergy Immunol",,2002,"13",,,"269","277","
Beta-lactoglobulin (LG) is one of the first foreign antigens encountered by a newborn child, and it is the major allergen causing cow's milk allergy. Heat denaturation causes changes to the protein structure, but the significance of heat-induced changes",FAUX
3840,22-oct.-02,"henriM","Shi HN. Liu HY. Nagler-Anderson C.","Enteric Infection Acts as an Adjuvant for the Response to a Model Food Antigen","J Immunol",,2000,"165",,,"6174","6182","
Oral administration of soluble protein Ags typically induces Ag-specific systemic nonresponsiveness. However, we have found that feeding a model food protein, OVA, to helminth-infected mice primes for a systemic OVA-specific Th2 response. In this report",VRAI
3841,22-oct.-02,"henriM","Shi HN. Ingui CJ. Dodge I. Nagler-Anderson C.","A Helminth-Induced Mucosal Th2 Response Alters Nonresponsiveness to Oral Administration of a Soluble Antigen","J Immunol",,1998,"160",,,"2449","2455","

A fascinating feature of the intestinal mucosal immune system is its ability to guard against invasion by pathogens while avoiding
a response to the many potential Ags present in food. The phenomenon of systemic tolerance after oral administration of",VRAI
3842,11-juil.-03,"henriM","del Val G. Yee BC. Lozano RM. Buchanan BB. Ermel RW. Lee YM. Frick OL.","Thioredoxin treatment increases digestibility and lowers allergenicity of milk","J Allergy Clin Immunol",,1999,"103",,,"690","697","
BACKGROUND: By resisting digestion in the stomach, the major bovine milk allergen, beta-lactoglobulin, is believed to act as a transporter of vitamin A and retinol to the intestines. beta-Lactoglobulin has 2 intramolecular disulfide bonds that may be re",VRAI
3843,22-oct.-02,"henriM","Teuber SS. Sathe SK. Peterson WR. Roux KH.","Characterization of the Soluble Allergenic Proteins of Cashew Nut (Anacardium occidentale L.)","J Agric Food Chem",,2002,"50",,,"6543","6549","        The allergens associated with cashew food allergy have not been 
        well-characterized. We sought to identify the major allergens in cashew 
        nut by performing IgE immunoblots to dissociated and reduced or 
        nonreduced cashew",VRAI
3844,22-oct.-02,"henriM","Tsai JJ. Liu YH. Shen HD. Huang SH. Han SH.","Prevention of Der p2-induced allergic airway inflammation by Mycobacterium-bacillus Calmette Guerin","J Microbiol Immunol Infect",,2002,"35",,,"152","158","
        Epidemiologic studies suggest an inverse correlation between infection 
        and development of allergy. The purpose of this study was to test the 
        hypothesis whether a preexisting T helper 1 (Th1)-type immune response 
        eli",VRAI
3845,22-oct.-02,"henriM","Paterson JC. Garside P. Kennedy MW. Lawrence CE.","Modulation of a Heterologous Immune Response by the Products of Ascaris suum","Infect Immun",,2002,"70",,,"6058","6067","        Helminth infections are among the most potent stimulators of Th2-type 
        immune responses and have been widely demonstrated to modify 
        responsiveness to both nonparasite antigens and other infectious agents 
        in a nonspecif",FAUX
3846,22-oct.-02,"henriM","Asokananthan N. Graham PT. Stewart DJ. Bakker AJ. Eidne KA. Thompson PJ. Stewart GA.","House Dust Mite Allergens Induce Proinflammatory Cytokines from Respiratory Epithelial Cells: The Cysteine Protease Allergen, Der p 1, Activates Protease-Activated Receptor (PAR)-2 and Inactivates PAR-1","J Immunol",,2002,"169",,,"4572","4578","
        In previous studies, we demonstrated that allergenic house dust mite 
        proteases are potent inducers of proinflammatory cytokines from the 
        respiratory epithelium, although the precise mechanisms involved were 
        unclear.",VRAI
3847,22-oct.-02,"henriM","Sears MR. Greene JM. Willan AR. Taylor DR. Flannery EM. Cowan JO. Herbison GP. Poulton R.","Long-term relation between breastfeeding and development of atopy and asthma in children and young adults: a longitudinal study","Lancet",,2002,"360",,,"901","907","        Comment in:           Lancet. 2002 Sep 21;360(9337):887-8. 
          
        BACKGROUND: Breastfeeding is widely advocated to reduce risk of atopy 
        and asthma, but the evidence for such an effect is conflicting. We aimed 
        to ",FAUX
3848,22-oct.-02,"henriM","Perzanowski MS. Ronmark E. Platts-Mills TA. Lundback B.","Effect of cat and dog ownership on sensitization and development of asthma among preteenage children","Am J Respir Crit Care Med",,2002,"166",,,"696","702","
        An inverse relationship has been proposed between exposure to high 
        quantities of cat allergen at home and both asthma and cat allergy. 
        First- and second-grade children from Lulea, Kiruna, and Pitea, Sweden 
        participa",VRAI
3849,22-oct.-02,"henriM","Phipatanakul W.","Rodent allergens","Curr Allergy Asthma Rep",,2002,"2",,,"412","416","
        Rodent allergens play a significant role in the pathogenesis of asthma 
        and allergic rhinitis, and are potent causes of acute and chronic 
        symptoms. This has long been apparent in occupational settings, 
        particularly i",FAUX
3850,22-oct.-02,"henriM","Baldo BA. Pham NH.","Immunoglobulin E binding determinants on beta-lactam drugs","Curr Opin Allergy Clin Immunol",,2002,"2",,,"297","300","
        PURPOSE OF REVIEW: Allergies to penicillins and cephalosporins remain an 
        important clinical problem, but structural and immunochemical knowledge 
        of the allergenic structures involved has tended to lag behind the heavy 
     ",FAUX
3851,27-oct.-02,"henriM","Krakowiak A. Palczynski C. Walusiak J. Wittczak T. Ruta U. Dudek W. Szulc B.","Allergy to animal fur and feathers among zoo workers","Int Arch Occup Environ Health",,2002,"75","Suppl. 1",,"113","116","
        OBJECTIVES. This study determined the prevalence of respiratory symptoms 
        and immediate hypersensitivity to feather and fur allergens and 
        pulmonary function among zoological garden workers. METHODS. Skin-prick 
        test (",FAUX
3852,27-oct.-02,"henriM","Banerjee B. Kurup VP. Greenberger PA. Kelly KJ. Fink JN.","C-Terminal Cysteine Residues Determine the IgE Binding of Aspergillus fumigatus Allergen Asp f 2","J Immunol",,2002,"169",,,"5137","5144","
        The knowledge of the structure function relationship of the allergen is 
        essential to design allergenic variants with reduced IgE binding 
        capacity but intact T cell reactivity. Asp f 2 is a major allergen from 
        the fu",VRAI
